_id,subject,difficulty,difficultyScore,questionText,optionA,optionB,optionC,optionD,correctAnswer,explanation,graph,tags,metadata.generatedBy,metadata.generatedAt,metadata.timesUsed,metadata.averageAccuracy,metadata.averageTimeSpent,createdAt,updatedAt
batch03-reading-075,reading,medium,6,"""Two editorials debate a wildlife overpass: one applauds reconnecting habitats, the other urges spending on bridge repairs first."" What is the key difference?",They prioritize different infrastructure goals.,Both oppose funding wildlife projects.,They discuss unrelated issues.,They copy the same argument.,A,"One supports the overpass, the other shifts priorities.",,reading|synthesis|argument comparison,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-076,reading,medium,6,"""Geochemists matched ceramic fragments to kilns nearly 300 miles upriver using trace minerals."" What does this evidence suggest?",The pottery was transported over long distances.,The fragments were fake.,Kilns were on-site.,Mineral testing failed.,A,Shared minerals imply importation.,,reading|information and ideas|inference,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-077,reading,medium,6,"""After librarians curated a city-policy shelf with annotations, checkouts of translated policy briefs doubled."" What conclusion is supported?",Curation boosted checkouts.,Curation reduced interest.,Translations were removed.,Checkouts stayed flat.,A,Checkouts increased after curation.,,reading|information and ideas|cause and effect,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-078,reading,medium,6,"""“Tenacious barely describes her,” the mentor laughed, recalling how Miri rewrote her grant nightly until funding arrived."" What does “tenacious” mean here?",Persistent,Forgetful,Passive,Uncertain,A,Her repeated effort shows persistence.,,reading|craft and structure|vocabulary,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-079,reading,medium,6,"""Investors asked whether recycled-aluminum supply contracts could survive port delays before backing the battery project."" What concern do investors raise?",Supply chain reliability for recycled aluminum.,The number of employees.,The location of cafeterias.,Color options for batteries.,A,They question supply stability.,,reading|information and ideas|supporting details,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-080,reading,hard,8,"""The committee transcript alternates between a senator’s microgrid proposal and the chair’s skeptical follow-ups."" What does the structure emphasize?",Tension between the speaker and committee.,Complete agreement.,A fictional story.,Budget totals.,A,Alternating testimony and questions shows tension.,,reading|craft and structure|text structure,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-081,reading,medium,6,"""The bar chart lists renewable energy share by district: North 24%, South 31%, East 38%, West 27%."" Which district relies most on renewables?",North,South,East,West,C,"East has 38%, the highest.",,reading|data interpretation|information and ideas,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-082,reading,easy,4,"""Uncle Dev wrote “Dear future marine biologist” atop every postcard, even when we mailed selfies from the desert."" What does the greeting suggest?",He playfully encouraged big dreams.,He believed we were marine biologists already.,He refused to learn our names.,He disliked postcards.,A,The greeting is affectionate encouragement.,,reading|craft and structure|tone,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-083,reading,medium,6,"""Residents argue that replacing asphalt with porous bricks will reduce flash flooding by allowing water to drain through the surface."" Which claim is made?",Permeable surfaces help reduce flooding.,Bricks cause flooding.,Flooding is unrelated to surface material.,Residents oppose drainage.,A,They assert drainage reduces flooding.,,reading|information and ideas|claims,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-084,reading,medium,6,"""Two mentors disagree: one urges students to specialize early, the other champions sampling multiple disciplines."" What does this show?",Mentors can value different educational philosophies.,Mentors refuse to help.,All students must specialize.,Sampling disciplines is forbidden.,A,They prioritize different strategies.,,reading|synthesis|multiple viewpoints,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-085,reading,medium,6,"""Noise monitors recorded 32, 37, 40, 45, and 50 decibels over the evening."" What is the range of the measurements?",18 decibels,20 decibels,22 decibels,25 decibels,A,Range = 50 - 32 = 18 decibels.,,reading|information and ideas|integration of sources,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-086,writing,easy,4,The lab technicians calibrates each thermometer before the trial. Which change corrects the sentence?,Calibrates → calibrate,Lab → labs,Each → every,Before → after,A,Plural subject “technicians” requires “calibrate.”,,writing|standard english conventions|subject-verb agreement,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-087,writing,easy,4,Participants must wear closed toe shoes while operating the laser cutter. Choose the correct revision.,closed-toe shoes,close-toed shoe,closing toes shoes,closed toe shoe,A,Hyphenate the compound adjective.,,writing|standard english conventions|hyphenation,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-088,writing,medium,6,"Because the volunteers assembled the stage early, therefore the festival opened ahead of schedule. Which revision is best?","Because the volunteers assembled the stage early, the festival opened ahead of schedule.","Because the volunteers assembled the stage early, therefore the festival opened.","Because the volunteers assembled the stage early, so the festival opened.","Because the volunteers assembled the stage early, consequently the festival opened.",A,Remove redundant transitions.,,writing|standard english conventions|sentence structure,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-089,writing,medium,6,"The memo reviews transit data, compares greenhouse audits, and drafting proposals for shared mobility hubs. Which option fixes the parallel structure?","reviews transit data, compares audits, and drafts proposals","review transit data, compares audits, and drafting proposals","reviews transit data, compared audits, and drafts proposals","reviewing transit data, compares audits, and drafts proposals",A,All verbs should share the same tense.,,writing|standard english conventions|parallelism,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-090,writing,medium,6,"The committee evaluated the design brief, they also toured the prototype classroom. How should the clauses be combined?","..., and they also toured ...","..., they toured ...","..., also touring ...","..., therefore they toured ...",A,Use a conjunction to avoid a comma splice.,,writing|standard english conventions|run-on corrections,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-091,writing,medium,6,Nina not only drafted the policy but also submitting the training plan. Select the correct revision.,drafted ... submitted,drafts ... submitting,drafted ... submitting,drafting ... submitted,A,Both verbs should be past tense.,,writing|standard english conventions|parallelism,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-092,writing,medium,6,"City Council adopted the ordinance after residents testified, this outcome surprised few observers. Which punctuation fixes the error?",Replace the comma with a semicolon.,Add another comma.,Replace the comma with a colon.,Delete “after.”,A,Use a semicolon between independent clauses.,,writing|standard english conventions|punctuation,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-093,writing,easy,4,The updated scheduling app is more responsive then the old version. Choose the correct word.,then,than,there,their,B,“Than” indicates comparison.,,writing|standard english conventions|word choice,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-094,writing,medium,6,"The coordinator emails weekly reminders; including deadlines, webinars, and help-desk hours. Which revision is correct?","..., including deadlines...",...; including deadlines...,"..., including; deadlines...","..., and including deadlines...",A,Use a comma before “including.”,,writing|standard english conventions|punctuation,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-095,writing,medium,6,Neither the bylaws nor the mentor guidelines mentions virtual attendance policies. Which change is needed?,mentions → mention,neither → either,guidelines → guideline,policies → policy,A,Verb agrees with the nearer plural subject.,,writing|standard english conventions|subject-verb agreement,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-096,writing,medium,6,"The fellowship committee values applicants who articulate goals, demonstrate preparation, and outline community partnerships. Why is this sentence correct?",All verbs share the same form.,It lacks a subject.,It contains a fragment.,It misplaces modifiers.,A,Parallel verbs create clarity.,,writing|standard english conventions|parallelism,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-097,writing,medium,6,Park rangers track invasive reeds because it’s seeds cling to boots. Choose the correct word.,it’s,its,their,there,B,Use the possessive “its.”,,writing|standard english conventions|apostrophes,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-098,writing,medium,6,There’s four different solar prototypes awaiting review. Which revision is correct?,There’s four...,There are four...,Their four...,They’re four...,B,Plural subject needs “are.”,,writing|standard english conventions|subject-verb agreement,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-099,writing,medium,6,A report summarizes survey data on study lounges. Which sentence best introduces the chart showing 58% prefer shared lounges?,Table 2 shows that nearly three-fifths of respondents favor shared lounges over private carrels.,Table 2 lists couch colors.,Table 2 explains why students dislike lounges.,Table 2 contains unrelated recipes.,A,It references the statistic and its meaning.,"{""type"":""bar"",""data"":[{""space"":""Shared Lounge"",""percent"":58},{""space"":""Private Carrel"",""percent"":25},{""space"":""Library Table"",""percent"":12},{""space"":""Other"",""percent"":5}],""config"":{""title"":""Preferred Study Spaces"",""xLabel"":""Space Type"",""yLabel"":""Percent"",""dataKeys"":[""percent""],""showGrid"":true}}",writing|expression of ideas|using data,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-100,writing,medium,6,"Because the sensor network was recalibrated carefully, the engineers expected stable data, but the readings still fluctuated. Why is the sentence effective?",It contrasts expectation and outcome within one sentence.,It contains a fragment.,It repeats the same clause twice.,It lacks a subject.,A,It balances dependent and independent clauses.,,writing|standard english conventions|sentence structure,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-101,writing,medium,6,The museum director greeted the donors and guided them through the new holographic exhibit. What does this sentence demonstrate?,Correct pronoun use and parallel verbs.,A run-on error.,Incorrect tense.,A fragment.,A,“Them” correctly serves as object.,,writing|standard english conventions|pronouns,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-102,writing,hard,8,The pilot study tracked twenty participants for six months; their improvements—measured by mobility scores—was presented to the review board. Which revision fixes the error?,was → were,for → in,tracked → tracking,board → boards,A,Subject “improvements” is plural.,,writing|standard english conventions|subject-verb agreement,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-103,writing,medium,6,"While the first composting method costs more, it captures methane that would otherwise escape. What does the sentence accomplish?",It links cost and environmental benefit.,It introduces an unrelated anecdote.,It contradicts itself.,It forms a fragment.,A,It provides a logical transition.,,writing|expression of ideas|transitions,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-104,writing,medium,6,"Wrenched from the hillside by heavy rain, the footbridge demanded immediate repairs from the trail crew. What makes this revision effective?",It clarifies that the bridge—not the crew—was wrenched loose.,It creates a fragment.,It removes all verbs.,It adds ambiguity.,A,Dangling modifier resolved.,,writing|standard english conventions|modifiers,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-105,writing,medium,6,An email invites volunteers to stabilize dunes. Which sentence best blends motivation with logistics?,Bring gloves and meet at the south jetty at 9:00 a.m.; together we can anchor the dune grass before the next storm.,The dunes exist.,Please read about dunes on your own.,Sand is everywhere.,A,It encourages participation and specifies time/place.,,writing|expression of ideas|purpose,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-106,writing,medium,6,"The best time to prune blueberry shrubs is in late winter, when sap flow is minimal. Why is this sentence correct?",Singular subject “time” pairs with “is.”,It lacks a verb.,It repeats the same idea twice.,It misuses commas.,A,Subject-verb agreement is correct.,,writing|standard english conventions|subject-verb agreement,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-107,writing,hard,8,The advisory board—which meets monthly and publishes detailed notes—have voted unanimously to extend the pilot. Which change is needed?,have → has,meets → meet,publishes → publish,extend → extends,A,Collective noun takes singular verb.,,writing|standard english conventions|collective nouns,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-108,writing,medium,6,"The cybersecurity club hosted a workshop, the event taught first-year students how to detect phishing links. How should this be revised?","..., and the event taught ...","..., teaching the event ...","..., the event which ...","..., event teaching ...",A,Add a conjunction to fix the comma splice.,,writing|standard english conventions|run-on corrections,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-109,writing,medium,6,A grant proposal wraps up after describing pilot impacts. Which sentence provides a compelling conclusion?,"By funding this proposal, reviewers will help 140 apprentices access paid clean-energy placements across the delta.",The cafeteria closes at noon.,Some apprentices bike to class.,Attachments are printed on blue paper.,A,It reinforces impact and ties to funding.,,writing|expression of ideas|conclusions,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-110,writing,hard,8,The analyst argues that the policy will reduce emissions; citing data from cities with similar programs. Which revision fixes the punctuation?,"..., citing data ...",...; citing data ...,...: citing data ...,"..., and citing data ...",A,Attach participial phrase with a comma.,,writing|standard english conventions|punctuation,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-111,writing,medium,6,Neither the policy brief nor the updated mentor guidelines mention virtual attendance procedures. Why is this correct?,Verb agrees with nearer plural subject.,It lacks a verb.,It is a fragment.,It repeats a word.,A,“Mention” matches plural “guidelines.”,,writing|standard english conventions|subject-verb agreement,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-112,writing,medium,6,"Table 4 compares winter ridership to spring ridership, illustrating when maintenance crews must schedule additional mechanics. What does this sentence accomplish?",It interprets the table for readers.,It adds unrelated anecdotes.,It argues against maintenance.,It forms a fragment.,A,It connects data to a staffing decision.,,writing|expression of ideas|using data,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-113,writing,hard,8,The advisory board not only requested quarterly dashboards but also insisting on monthly listening sessions. Which revision fixes the error?,requested ... but also insisted,requesting ... but also insisted,requested ... but also insisting,requests ... but also insisted,A,Maintain parallel past tense verbs.,,writing|standard english conventions|parallelism,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-114,writing,medium,6,"The maintenance checklist requires that every valve be inspected, lubricated, and temperature readings documented. What makes this revision effective?",All items share the same passive structure.,It creates a fragment.,It removes verbs.,It misplaces modifiers.,A,Parallel passive verbs provide clarity.,,writing|standard english conventions|parallelism,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-115,writing,medium,6,"After drone footage confirmed erosion, the engineers installed fiber rolls; this decision reduced sand loss by 38 percent. What does this sentence illustrate?",A cause-and-effect relationship supported by data.,A fragment.,An unrelated comment.,A tense shift.,A,Shows evidence leading to action.,,writing|expression of ideas|supporting evidence,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-116,writing,medium,6,"The presentation highlights apprentice testimonials, a map of partner sites, and enrollment benchmarks. Which change is needed?",No change; list items are parallel.,Replace testimonials with testimonial.,Add a verb after map.,Remove benchmarks.,A,All items are nouns.,,writing|standard english conventions|parallelism,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-117,writing,medium,6,"Chart 4 shows peak bike-share usage in July, so the summary recommends expanding weekend maintenance crews. Why is this effective?",It explains how the chart informs actions.,It repeats the chart’s title.,It contradicts the data.,It omits key numbers.,A,Connects evidence to recommendation.,,writing|expression of ideas|using data,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-118,writing,medium,6,"Because residents had already completed the survey, the planner thanked them for their responses. Why is this revision preferred?",It removes contradictory transitions.,It creates a fragment.,It repeats “survey.”,It misuses commas.,A,No conflicting conjunctions remain.,,writing|standard english conventions|sentence structure,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-119,writing,medium,6,"The innovation brief describes pilot sites, compares resident feedback, and explains how those results guide next steps. What does the sentence demonstrate?",Parallel verbs and logical sequence.,A fragment.,A comma splice.,Ambiguous pronouns.,A,All verbs align.,,writing|expression of ideas|organization,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-writing-120,writing,medium,6,A commencement speech urges graduates to experiment. Which sentence supports that theme?,"You will try, revise, and invite critique as you engineer better communities.",Please return your library books.,Graduation gowns are black.,The stadium seats are limited.,A,It mirrors the speech’s message.,,writing|expression of ideas|purpose,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
